order_date,order_year,order_month,day_number,order_quarter,order_week,order_month_period,order_quarter_period,week_number_yearly,week_number_monthly,weekday_name,weekday_number,is_weekday,is_payday,customer_type,vendor_code,unique_order_count,total_order_items,order_total_value_DKK,order_current_value_DKK,return_rate,order_total_AOV,order_current_AOV,avg_order_items
2022-08-11,2022,8,11,3,32,2022-08,2022Q3,33,2,Thursday,4,Weekday,Non-Payday,New customer,COM,21,88,40948.6114,32795.5028,0.19910586272041447,1949.9338761904762,1561.6906095238096,4.1904761904761907
2022-08-11,2022,8,11,3,32,2022-08,2022Q3,33,2,Thursday,4,Weekday,Non-Payday,New customer,DE,6,15,6169.4946,6169.4946,0,1028.2491,1028.2491,2.5
2022-08-11,2022,8,11,3,32,2022-08,2022Q3,33,2,Thursday,4,Weekday,Non-Payday,New customer,DK,5,6,9116,9116,0,1823.2,1823.2,1.2
2022-08-11,2022,8,11,3,32,2022-08,2022Q3,33,2,Thursday,4,Weekday,Non-Payday,New customer,US,7,16,32376.96,28052.64,0.13356164383561644,4625.28,4007.52,2.2857142857142856
2022-08-12,2022,8,12,3,32,2022-08,2022Q3,33,2,Friday,5,Weekday,Non-Payday,Existing customer,COM,2,2,10010.051800000001,10010.051800000001,0,5005.0259000000005,5005.0259000000005,1
2022-08-12,2022,8,12,3,32,2022-08,2022Q3,33,2,Friday,5,Weekday,Non-Payday,Existing customer,US,3,24,16839.9,16839.9,0,5613.3,5613.3,8
2022-08-12,2022,8,12,3,32,2022-08,2022Q3,33,2,Friday,5,Weekday,Non-Payday,New customer,COM,19,81,42065.821,41587.635,0.011367566081736559,2213.9905789473687,2188.822894736842,4.2631578947368425
2022-08-12,2022,8,12,3,32,2022-08,2022Q3,33,2,Friday,5,Weekday,Non-Payday,New customer,DE,8,23,14234.5006,14234.5006,0,1779.312575,1779.312575,2.875
2022-08-12,2022,8,12,3,32,2022-08,2022Q3,33,2,Friday,5,Weekday,Non-Payday,New customer,DK,1,2,838.4,838.4,0,838.4,838.4,2
2022-08-12,2022,8,12,3,32,2022-08,2022Q3,33,2,Friday,5,Weekday,Non-Payday,New customer,US,10,16,24116.4,23873.85,0.010057471264367936,2411.6400000000003,2387.3849999999998,1.6
2022-08-13,2022,8,13,3,32,2022-08,2022Q3,33,2,Saturday,6,Weekend,Non-Payday,Existing customer,COM,5,16,15258.012600000002,15258.012600000002,0,3051.6025200000004,3051.6025200000004,3.2
2022-08-13,2022,8,13,3,32,2022-08,2022Q3,33,2,Saturday,6,Weekend,Non-Payday,Existing customer,DE,1,6,3924.4076,3924.4076,0,3924.4076,3924.4076,6
2022-08-13,2022,8,13,3,32,2022-08,2022Q3,33,2,Saturday,6,Weekend,Non-Payday,Existing customer,US,1,1,3458.0699999999997,3458.0699999999997,0,3458.0699999999997,3458.0699999999997,1
2022-08-13,2022,8,13,3,32,2022-08,2022Q3,33,2,Saturday,6,Weekend,Non-Payday,New customer,COM,20,52,55194.0782,54916.6408,0.0050265791013790768,2759.70391,2745.8320400000002,2.6
2022-08-13,2022,8,13,3,32,2022-08,2022Q3,33,2,Saturday,6,Weekend,Non-Payday,New customer,DE,6,10,3067.2536,3067.2536,0,511.20893333333333,511.20893333333333,1.6666666666666667
2022-08-13,2022,8,13,3,32,2022-08,2022Q3,33,2,Saturday,6,Weekend,Non-Payday,New customer,DK,5,17,4015,4015,0,803,803,3.4
2022-08-13,2022,8,13,3,32,2022-08,2022Q3,33,2,Saturday,6,Weekend,Non-Payday,New customer,US,6,13,18187.785,18187.785,0,3031.2975,3031.2975,2.1666666666666665
2022-08-14,2022,8,14,3,32,2022-08,2022Q3,33,2,Sunday,7,Weekend,Non-Payday,Existing customer,COM,3,25,17810.377,16389.993,0.07975036126411035,5936.7923333333338,5463.3309999999992,8.3333333333333339
2022-08-14,2022,8,14,3,32,2022-08,2022Q3,33,2,Sunday,7,Weekend,Non-Payday,Existing customer,DK,1,2,815.04,815.04,0,815.04,815.04,2
2022-08-14,2022,8,14,3,32,2022-08,2022Q3,33,2,Sunday,7,Weekend,Non-Payday,New customer,COM,17,70,41349.661,41349.661,0,2432.333,2432.333,4.117647058823529
2022-08-14,2022,8,14,3,32,2022-08,2022Q3,33,2,Sunday,7,Weekend,Non-Payday,New customer,DE,7,19,3001.2326,2186.3022,0.27153190325868104,428.74751428571426,312.32888571428572,2.7142857142857144
2022-08-14,2022,8,14,3,32,2022-08,2022Q3,33,2,Sunday,7,Weekend,Non-Payday,New customer,DK,5,10,5621.16,5146.56,0.084430971543240085,1124.232,1029.3120000000001,2
2022-08-14,2022,8,14,3,32,2022-08,2022Q3,33,2,Sunday,7,Weekend,Non-Payday,New customer,US,10,20,25176.69,25176.69,0,2517.669,2517.669,2
2022-08-15,2022,8,15,3,33,2022-08,2022Q3,34,3,Monday,1,Weekday,Non-Payday,Existing customer,DK,1,6,3341.3199999999997,3341.3199999999997,0,3341.3199999999997,3341.3199999999997,6
2022-08-15,2022,8,15,3,33,2022-08,2022Q3,34,3,Monday,1,Weekday,Non-Payday,Existing customer,US,4,9,15142.05,14178.779999999999,0.0636155606407323,3785.5125,3544.6949999999997,2.25
2022-08-15,2022,8,15,3,33,2022-08,2022Q3,34,3,Monday,1,Weekday,Non-Payday,New customer,COM,17,60,35562.193,28661.0962,0.19405712128045646,2091.8937058823531,1685.9468352941176,3.5294117647058822
2022-08-15,2022,8,15,3,33,2022-08,2022Q3,34,3,Monday,1,Weekday,Non-Payday,New customer,DE,2,12,3098.9586,3098.9586,0,1549.4793,1549.4793,6
2022-08-15,2022,8,15,3,33,2022-08,2022Q3,34,3,Monday,1,Weekday,Non-Payday,New customer,DK,7,25,4542.76,4542.76,0,648.96571428571428,648.96571428571428,3.5714285714285716
2022-08-15,2022,8,15,3,33,2022-08,2022Q3,34,3,Monday,1,Weekday,Non-Payday,New customer,US,8,23,27376.271999999997,22837.122,0.16580599432968807,3422.0339999999997,2854.64025,2.875
2022-08-16,2022,8,16,3,33,2022-08,2022Q3,34,3,Tuesday,2,Weekday,Non-Payday,Existing customer,COM,2,4,4156.7119999999995,4156.7119999999995,0,2078.3559999999998,2078.3559999999998,2
2022-08-16,2022,8,16,3,33,2022-08,2022Q3,34,3,Tuesday,2,Weekday,Non-Payday,Existing customer,DE,1,1,1435.6023999999998,1435.6023999999998,0,1435.6023999999998,1435.6023999999998,1
2022-08-16,2022,8,16,3,33,2022-08,2022Q3,34,3,Tuesday,2,Weekday,Non-Payday,New customer,COM,25,73,43601.3874,43601.3874,0,1744.055496,1744.055496,2.92
2022-08-16,2022,8,16,3,33,2022-08,2022Q3,34,3,Tuesday,2,Weekday,Non-Payday,New customer,DE,10,22,32529.5538,31282.018,0.038350842672794407,3252.9553800000003,3128.2018,2.2
2022-08-16,2022,8,16,3,33,2022-08,2022Q3,34,3,Tuesday,2,Weekday,Non-Payday,New customer,DK,7,12,6072.8,5754.08,0.052483203793966579,867.5428571428572,822.01142857142861,1.7142857142857142
2022-08-16,2022,8,16,3,33,2022-08,2022Q3,34,3,Tuesday,2,Weekday,Non-Payday,New customer,US,7,27,17082.45,15474.689999999999,0.094117647058823639,2440.35,2210.6699999999996,3.8571428571428572
2022-08-17,2022,8,17,3,33,2022-08,2022Q3,34,3,Wednesday,3,Weekday,Non-Payday,Existing customer,COM,3,5,1897.2272,1449.6272,0.23592324630386921,632.40906666666672,483.20906666666662,1.6666666666666667
2022-08-17,2022,8,17,3,33,2022-08,2022Q3,34,3,Wednesday,3,Weekday,Non-Payday,Existing customer,DK,1,3,210.76,210.76,0,210.76,210.76,3
2022-08-17,2022,8,17,3,33,2022-08,2022Q3,34,3,Wednesday,3,Weekday,Non-Payday,Existing customer,US,4,39,16999.29,16999.29,0,4249.8225,4249.8225,9.75
2022-08-17,2022,8,17,3,33,2022-08,2022Q3,34,3,Wednesday,3,Weekday,Non-Payday,New customer,COM,20,63,39083.6114,36958.1082,0.054383490262621924,1954.18057,1847.90541,3.15
2022-08-17,2022,8,17,3,33,2022-08,2022Q3,34,3,Wednesday,3,Weekday,Non-Payday,New customer,DE,10,26,21866.1552,21866.1552,0,2186.6155200000003,2186.6155200000003,2.6
2022-08-17,2022,8,17,3,33,2022-08,2022Q3,34,3,Wednesday,3,Weekday,Non-Payday,New customer,DK,5,11,4103.6,4103.6,0,820.72,820.72,2.2
2022-08-17,2022,8,17,3,33,2022-08,2022Q3,34,3,Wednesday,3,Weekday,Non-Payday,New customer,US,14,43,34969.473,31615.353,0.095915657636590615,2497.8195,2258.2395,3.0714285714285716
2022-08-18,2022,8,18,3,33,2022-08,2022Q3,34,3,Thursday,4,Weekday,Non-Payday,Existing customer,COM,2,4,2422.2619999999997,2422.2619999999997,0,1211.1309999999999,1211.1309999999999,2
2022-08-18,2022,8,18,3,33,2022-08,2022Q3,34,3,Thursday,4,Weekday,Non-Payday,Existing customer,DE,1,5,1485.8082,1485.8082,0,1485.8082,1485.8082,5
2022-08-18,2022,8,18,3,33,2022-08,2022Q3,34,3,Thursday,4,Weekday,Non-Payday,Existing customer,DK,2,2,1065.12,1065.12,0,532.56,532.56,1
2022-08-18,2022,8,18,3,33,2022-08,2022Q3,34,3,Thursday,4,Weekday,Non-Payday,Existing customer,US,4,16,19490.625,19490.625,0,4872.65625,4872.65625,4
2022-08-18,2022,8,18,3,33,2022-08,2022Q3,34,3,Thursday,4,Weekday,Non-Payday,New customer,COM,16,83,50222.8834,49421.381,0.015958908484334407,3138.9302125,3088.8363125,5.1875
2022-08-18,2022,8,18,3,33,2022-08,2022Q3,34,3,Thursday,4,Weekday,Non-Payday,New customer,DE,8,13,3945.0718,3945.0718,0,493.133975,493.133975,1.625
2022-08-18,2022,8,18,3,33,2022-08,2022Q3,34,3,Thursday,4,Weekday,Non-Payday,New customer,DK,9,63,16763.32,16294.52,0.027965820613100465,1862.5911111111111,1810.5022222222224,7
2022-08-18,2022,8,18,3,33,2022-08,2022Q3,34,3,Thursday,4,Weekday,Non-Payday,New customer,US,13,46,30461.507999999998,26985.42,0.11411411411411411,2343.1929230769229,2075.8015384615383,3.5384615384615383
2022-08-19,2022,8,19,3,33,2022-08,2022Q3,34,3,Friday,5,Weekday,Non-Payday,Existing customer,COM,1,6,4625.2,4625.2,0,4625.2,4625.2,6
2022-08-19,2022,8,19,3,33,2022-08,2022Q3,34,3,Friday,5,Weekday,Non-Payday,Existing customer,DE,1,4,1592.337,1222.4702,0.23227922230030454,1592.337,1222.4702,4
2022-08-19,2022,8,19,3,33,2022-08,2022Q3,34,3,Friday,5,Weekday,Non-Payday,Existing customer,US,2,3,4428.27,4428.27,0,2214.135,2214.135,1.5
2022-08-19,2022,8,19,3,33,2022-08,2022Q3,34,3,Friday,5,Weekday,Non-Payday,New customer,COM,12,34,19873.1416,19214.199800000002,0.033157404765837166,1656.0951333333333,1601.1833166666668,2.8333333333333335
2022-08-19,2022,8,19,3,33,2022-08,2022Q3,34,3,Friday,5,Weekday,Non-Payday,New customer,DE,10,23,9396.4668,7960.8644,0.15278108575874494,939.64668000000006,796.08644,2.3
2022-08-19,2022,8,19,3,33,2022-08,2022Q3,34,3,Friday,5,Weekday,Non-Payday,New customer,DK,5,17,4914.8,4623.4,0.059290306828355281,982.96,924.68,3.4
2022-08-19,2022,8,19,3,33,2022-08,2022Q3,34,3,Friday,5,Weekday,Non-Payday,New customer,US,8,14,9785.16,9785.16,0,1223.145,1223.145,1.75
2022-08-20,2022,8,20,3,33,2022-08,2022Q3,34,3,Saturday,6,Weekend,Non-Payday,Existing customer,COM,1,7,1350.1854,1350.1854,0,1350.1854,1350.1854,7
2022-08-20,2022,8,20,3,33,2022-08,2022Q3,34,3,Saturday,6,Weekend,Non-Payday,Existing customer,DE,1,1,495.2694,495.2694,0,495.2694,495.2694,1
2022-08-20,2022,8,20,3,33,2022-08,2022Q3,34,3,Saturday,6,Weekend,Non-Payday,Existing customer,DK,1,2,503.03999999999996,503.03999999999996,0,503.03999999999996,503.03999999999996,2
2022-08-20,2022,8,20,3,33,2022-08,2022Q3,34,3,Saturday,6,Weekend,Non-Payday,New customer,COM,22,72,80037.967,80037.967,0,3638.0894090909092,3638.0894090909092,3.2727272727272729
2022-08-20,2022,8,20,3,33,2022-08,2022Q3,34,3,Saturday,6,Weekend,Non-Payday,New customer,DE,6,9,14285.153999999999,14285.153999999999,0,2380.859,2380.859,1.5
2022-08-20,2022,8,20,3,33,2022-08,2022Q3,34,3,Saturday,6,Weekend,Non-Payday,New customer,DK,9,35,10324.4,10324.4,0,1147.1555555555556,1147.1555555555556,3.8888888888888888
2022-08-20,2022,8,20,3,33,2022-08,2022Q3,34,3,Saturday,6,Weekend,Non-Payday,New customer,US,15,32,23039.478,21764.358,0.0553450039102448,1535.9651999999999,1450.9572,2.1333333333333333
2022-08-21,2022,8,21,3,33,2022-08,2022Q3,34,3,Sunday,7,Weekend,Non-Payday,Existing customer,COM,1,1,159.4202,159.4202,0,159.4202,159.4202,1
2022-08-21,2022,8,21,3,33,2022-08,2022Q3,34,3,Sunday,7,Weekend,Non-Payday,Existing customer,DE,1,1,996.73060000000009,996.73060000000009,0,996.73060000000009,996.73060000000009,1
2022-08-21,2022,8,21,3,33,2022-08,2022Q3,34,3,Sunday,7,Weekend,Non-Payday,Existing customer,DK,1,1,79.2,79.2,0,79.2,79.2,1
2022-08-21,2022,8,21,3,33,2022-08,2022Q3,34,3,Sunday,7,Weekend,Non-Payday,New customer,COM,23,100,49830.189,46225.2186,0.072345107902360123,2166.5299565217392,2009.7921130434784,4.3478260869565215
2022-08-21,2022,8,21,3,33,2022-08,2022Q3,34,3,Sunday,7,Weekend,Non-Payday,New customer,DE,5,11,9035.3282000000017,9035.3282000000017,0,1807.0656400000003,1807.0656400000003,2.2
2022-08-21,2022,8,21,3,33,2022-08,2022Q3,34,3,Sunday,7,Weekend,Non-Payday,New customer,DK,7,12,3456.24,3456.24,0,493.74857142857138,493.74857142857138,1.7142857142857142
2022-08-21,2022,8,21,3,33,2022-08,2022Q3,34,3,Sunday,7,Weekend,Non-Payday,New customer,US,10,18,20124.719999999998,20124.719999999998,0,2012.4719999999998,2012.4719999999998,1.8
2022-08-22,2022,8,22,3,34,2022-08,2022Q3,35,4,Monday,1,Weekday,Non-Payday,Existing customer,US,2,4,1247.4,1247.4,0,623.7,623.7,2
2022-08-22,2022,8,22,3,34,2022-08,2022Q3,35,4,Monday,1,Weekday,Non-Payday,New customer,COM,25,65,31262.0998,31262.0998,0,1250.483992,1250.483992,2.6
2022-08-22,2022,8,22,3,34,2022-08,2022Q3,35,4,Monday,1,Weekday,Non-Payday,New customer,DE,2,6,1230.4524000000001,1230.4524000000001,0,615.22620000000006,615.22620000000006,3
2022-08-22,2022,8,22,3,34,2022-08,2022Q3,35,4,Monday,1,Weekday,Non-Payday,New customer,DK,12,35,15011.800000000001,11659.6,0.22330433392397983,1250.9833333333333,971.63333333333333,2.9166666666666665
2022-08-22,2022,8,22,3,34,2022-08,2022Q3,35,4,Monday,1,Weekday,Non-Payday,New customer,US,11,16,31083.129,30740.093999999997,0.011036051100260964,2825.739,2794.5539999999996,1.4545454545454546
2022-08-23,2022,8,23,3,34,2022-08,2022Q3,35,4,Tuesday,2,Weekday,Non-Payday,Existing customer,COM,5,16,36717.5978,29972.4896,0.18370232815176166,7343.5195600000006,5994.49792,3.2
2022-08-23,2022,8,23,3,34,2022-08,2022Q3,35,4,Tuesday,2,Weekday,Non-Payday,Existing customer,DE,1,2,478.2606,478.2606,0,478.2606,478.2606,2
2022-08-23,2022,8,23,3,34,2022-08,2022Q3,35,4,Tuesday,2,Weekday,Non-Payday,Existing customer,DK,1,1,100,0,1,100,0,1
2022-08-23,2022,8,23,3,34,2022-08,2022Q3,35,4,Tuesday,2,Weekday,Non-Payday,Existing customer,US,2,3,14047.11,14047.11,0,7023.555,7023.555,1.5
2022-08-23,2022,8,23,3,34,2022-08,2022Q3,35,4,Tuesday,2,Weekday,Non-Payday,New customer,COM,17,122,38386.549,31532.3756,0.17855664493309883,2258.0322941176469,1854.8456235294118,7.1764705882352944
2022-08-23,2022,8,23,3,34,2022-08,2022Q3,35,4,Tuesday,2,Weekday,Non-Payday,New customer,DE,7,28,12165.1712,12165.1712,0,1737.8816000000002,1737.8816000000002,4
2022-08-23,2022,8,23,3,34,2022-08,2022Q3,35,4,Tuesday,2,Weekday,Non-Payday,New customer,DK,4,10,2457.7200000000003,1822.3200000000002,0.25853229822762563,614.43000000000006,455.58000000000004,2.5
2022-08-23,2022,8,23,3,34,2022-08,2022Q3,35,4,Tuesday,2,Weekday,Non-Payday,New customer,US,10,26,24687.431999999997,24687.431999999997,0,2468.7432,2468.7432,2.6
2022-08-24,2022,8,24,3,34,2022-08,2022Q3,35,4,Wednesday,3,Weekday,Non-Payday,Existing customer,COM,1,5,2396.2266000000004,2396.2266000000004,0,2396.2266000000004,2396.2266000000004,5
2022-08-24,2022,8,24,3,34,2022-08,2022Q3,35,4,Wednesday,3,Weekday,Non-Payday,Existing customer,DE,1,6,978.006,978.006,0,978.006,978.006,6
2022-08-24,2022,8,24,3,34,2022-08,2022Q3,35,4,Wednesday,3,Weekday,Non-Payday,Existing customer,DK,5,14,1932.44,1732.44,0.10349609819709797,386.488,346.488,2.8
2022-08-24,2022,8,24,3,34,2022-08,2022Q3,35,4,Wednesday,3,Weekday,Non-Payday,Existing customer,US,1,5,3471.93,3471.93,0,3471.93,3471.93,5
2022-08-24,2022,8,24,3,34,2022-08,2022Q3,35,4,Wednesday,3,Weekday,Non-Payday,New customer,COM,20,70,40137.3364,36914.6164,0.080292323533457027,2006.86682,1845.73082,3.5
2022-08-24,2022,8,24,3,34,2022-08,2022Q3,35,4,Wednesday,3,Weekday,Non-Payday,New customer,DE,7,45,23836.4158,23836.4158,0,3405.202257142857,3405.202257142857,6.4285714285714288
2022-08-24,2022,8,24,3,34,2022-08,2022Q3,35,4,Wednesday,3,Weekday,Non-Payday,New customer,DK,7,11,12893.519999999999,12893.519999999999,0,1841.9314285714283,1841.9314285714283,1.5714285714285714
2022-08-24,2022,8,24,3,34,2022-08,2022Q3,35,4,Wednesday,3,Weekday,Non-Payday,New customer,US,6,67,32872.454999999994,31943.835,0.028249183092652966,5478.7424999999994,5323.9725,11.166666666666666
2022-08-25,2022,8,25,3,34,2022-08,2022Q3,35,4,Thursday,4,Weekday,Non-Payday,Existing customer,COM,1,2,6720.1918,0,1,6720.1918,0,2
2022-08-25,2022,8,25,3,34,2022-08,2022Q3,35,4,Thursday,4,Weekday,Non-Payday,Existing customer,DK,3,6,3051.92,3051.92,0,1017.3066666666667,1017.3066666666667,2
2022-08-25,2022,8,25,3,34,2022-08,2022Q3,35,4,Thursday,4,Weekday,Non-Payday,Existing customer,US,3,5,7837.83,7837.83,0,2612.61,2612.61,1.6666666666666667
2022-08-25,2022,8,25,3,34,2022-08,2022Q3,35,4,Thursday,4,Weekday,Non-Payday,New customer,COM,16,34,39684.962,39684.962,0,2480.310125,2480.310125,2.125
2022-08-25,2022,8,25,3,34,2022-08,2022Q3,35,4,Thursday,4,Weekday,Non-Payday,New customer,DE,6,10,3879.6476000000002,3879.6476000000002,0,646.60793333333334,646.60793333333334,1.6666666666666667
2022-08-25,2022,8,25,3,34,2022-08,2022Q3,35,4,Thursday,4,Weekday,Non-Payday,New customer,DK,5,97,17619.84,16396.84,0.06941039192183357,3523.968,3279.368,19.4
2022-08-25,2022,8,25,3,34,2022-08,2022Q3,35,4,Thursday,4,Weekday,Non-Payday,New customer,US,16,45,43735.229999999996,43735.229999999996,0,2733.4518749999997,2733.4518749999997,2.8125
2022-08-26,2022,8,26,3,34,2022-08,2022Q3,35,4,Friday,5,Weekday,Non-Payday,Existing customer,COM,3,14,5607.1597999999994,5607.1597999999994,0,1869.0532666666666,1869.0532666666666,4.666666666666667
2022-08-26,2022,8,26,3,34,2022-08,2022Q3,35,4,Friday,5,Weekday,Non-Payday,Existing customer,US,1,1,450.45,450.45,0,450.45,450.45,1
2022-08-26,2022,8,26,3,34,2022-08,2022Q3,35,4,Friday,5,Weekday,Non-Payday,New customer,COM,16,83,23398.8122,23398.8122,0,1462.4257625,1462.4257625,5.1875
2022-08-26,2022,8,26,3,34,2022-08,2022Q3,35,4,Friday,5,Weekday,Non-Payday,New customer,DE,6,22,15983.1992,15983.1992,0,2663.8665333333333,2663.8665333333333,3.6666666666666665
2022-08-26,2022,8,26,3,34,2022-08,2022Q3,35,4,Friday,5,Weekday,Non-Payday,New customer,DK,4,11,5101.4,5101.4,0,1275.35,1275.35,2.75
2022-08-26,2022,8,26,3,34,2022-08,2022Q3,35,4,Friday,5,Weekday,Non-Payday,New customer,US,13,32,28750.490999999998,27225.891,0.053028659580109383,2211.5762307692307,2094.2993076923076,2.4615384615384617
2022-08-27,2022,8,27,3,34,2022-08,2022Q3,35,4,Saturday,6,Weekend,Non-Payday,Existing customer,COM,2,8,2624.3534,2624.3534,0,1312.1767,1312.1767,4
2022-08-27,2022,8,27,3,34,2022-08,2022Q3,35,4,Saturday,6,Weekend,Non-Payday,Existing customer,US,1,12,4060.98,4060.98,0,4060.98,4060.98,12
2022-08-27,2022,8,27,3,34,2022-08,2022Q3,35,4,Saturday,6,Weekend,Non-Payday,New customer,COM,26,104,52626.4954,52160.2454,0.008859605726282126,2024.0959769230769,2006.1632846153846,4
2022-08-27,2022,8,27,3,34,2022-08,2022Q3,35,4,Saturday,6,Weekend,Non-Payday,New customer,DE,12,14,15572.3024,14609.8132,0.061807764534549496,1297.6918666666668,1217.4844333333333,1.1666666666666667
2022-08-27,2022,8,27,3,34,2022-08,2022Q3,35,4,Saturday,6,Weekend,Non-Payday,New customer,DK,4,11,3079.6000000000004,3079.6000000000004,0,769.90000000000009,769.90000000000009,2.75
2022-08-27,2022,8,27,3,34,2022-08,2022Q3,35,4,Saturday,6,Weekend,Non-Payday,New customer,US,8,20,27284.103,27284.103,0,3410.512875,3410.512875,2.5
2022-08-28,2022,8,28,3,34,2022-08,2022Q3,35,4,Sunday,7,Weekend,Non-Payday,Existing customer,COM,2,8,3081.1292000000003,3081.1292000000003,0,1540.5646000000002,1540.5646000000002,4
2022-08-28,2022,8,28,3,34,2022-08,2022Q3,35,4,Sunday,7,Weekend,Non-Payday,Existing customer,DK,2,8,1865.6,1865.6,0,932.8,932.8,4
2022-08-28,2022,8,28,3,34,2022-08,2022Q3,35,4,Sunday,7,Weekend,Non-Payday,Existing customer,US,1,2,1275.12,1275.12,0,1275.12,1275.12,2
2022-08-28,2022,8,28,3,34,2022-08,2022Q3,35,4,Sunday,7,Weekend,Non-Payday,New customer,COM,41,120,58484.460399999996,54480.007,0.0684703829463732,1426.4502536585364,1328.7806585365854,2.9268292682926829
2022-08-28,2022,8,28,3,34,2022-08,2022Q3,35,4,Sunday,7,Weekend,Non-Payday,New customer,DE,11,25,14804.743,14278.141599999999,0.03556977652364525,1345.8857272727273,1298.0128727272727,2.2727272727272729
2022-08-28,2022,8,28,3,34,2022-08,2022Q3,35,4,Sunday,7,Weekend,Non-Payday,New customer,DK,7,19,3800.7999999999997,3800.7999999999997,0,542.97142857142853,542.97142857142853,2.7142857142857144
2022-08-28,2022,8,28,3,34,2022-08,2022Q3,35,4,Sunday,7,Weekend,Non-Payday,New customer,US,19,28,20680.505999999998,12884.256,0.37698545673882444,1088.4476842105262,678.11873684210525,1.4736842105263157
2022-08-29,2022,8,29,3,35,2022-08,2022Q3,36,4,Monday,1,Weekday,Non-Payday,Existing customer,COM,6,12,15985.660999999998,15985.660999999998,0,2664.2768333333329,2664.2768333333329,2
2022-08-29,2022,8,29,3,35,2022-08,2022Q3,36,4,Monday,1,Weekday,Non-Payday,Existing customer,DE,2,7,1410.6113999999998,1410.6113999999998,0,705.30569999999989,705.30569999999989,3.5
2022-08-29,2022,8,29,3,35,2022-08,2022Q3,36,4,Monday,1,Weekday,Non-Payday,Existing customer,US,2,4,2370.06,2370.06,0,1185.03,1185.03,2
2022-08-29,2022,8,29,3,35,2022-08,2022Q3,36,4,Monday,1,Weekday,Non-Payday,New customer,COM,38,92,51136.8826,49284.0424,0.036232951752127318,1345.7074368421052,1296.9484842105262,2.4210526315789473
2022-08-29,2022,8,29,3,35,2022-08,2022Q3,36,4,Monday,1,Weekday,Non-Payday,New customer,DE,8,32,13341.762400000001,12244.694800000001,0.082228087047930054,1667.7203000000002,1530.5868500000001,4
2022-08-29,2022,8,29,3,35,2022-08,2022Q3,36,4,Monday,1,Weekday,Non-Payday,New customer,DK,10,27,9171.88,9171.88,0,917.18799999999987,917.18799999999987,2.7
2022-08-29,2022,8,29,3,35,2022-08,2022Q3,36,4,Monday,1,Weekday,Non-Payday,New customer,US,23,45,34810.5681,34193.7981,0.017717895273303422,1513.5029608695652,1486.6868739130434,1.9565217391304348
2022-08-30,2022,8,30,3,35,2022-08,2022Q3,36,4,Tuesday,2,Weekday,Non-Payday,Existing customer,COM,2,13,22421.776,22421.776,0,11210.888,11210.888,6.5
2022-08-30,2022,8,30,3,35,2022-08,2022Q3,36,4,Tuesday,2,Weekday,Non-Payday,Existing customer,DE,1,2,2281.8648000000003,2281.8648000000003,0,2281.8648000000003,2281.8648000000003,2
2022-08-30,2022,8,30,3,35,2022-08,2022Q3,36,4,Tuesday,2,Weekday,Non-Payday,Existing customer,DK,2,19,2831.52,2831.52,0,1415.76,1415.76,9.5
2022-08-30,2022,8,30,3,35,2022-08,2022Q3,36,4,Tuesday,2,Weekday,Non-Payday,Existing customer,US,6,8,12914.055,11950.785,0.074590823718808721,2152.3425,1991.7975,1.3333333333333333
2022-08-30,2022,8,30,3,35,2022-08,2022Q3,36,4,Tuesday,2,Weekday,Non-Payday,New customer,COM,27,89,51424.9878,46549.5048,0.094807664689421658,1904.6291777777778,1724.0557333333334,3.2962962962962963
2022-08-30,2022,8,30,3,35,2022-08,2022Q3,36,4,Tuesday,2,Weekday,Non-Payday,New customer,DE,11,24,15516.1286,14752.2246,0.049232899500459185,1410.5571454545454,1341.1113272727273,2.1818181818181817
2022-08-30,2022,8,30,3,35,2022-08,2022Q3,36,4,Tuesday,2,Weekday,Non-Payday,New customer,DK,7,16,4951.52,4473.92,0.096455229909199663,707.36,639.13142857142861,2.2857142857142856
2022-08-30,2022,8,30,3,35,2022-08,2022Q3,36,4,Tuesday,2,Weekday,Non-Payday,New customer,US,25,62,71812.125,53302.095,0.25775633293124245,2872.485,2132.0838,2.48
2022-08-31,2022,8,31,3,35,2022-08,2022Q3,36,4,Wednesday,3,Weekday,Payday,Existing customer,COM,2,7,1258.875,1258.875,0,629.4375,629.4375,3.5
2022-08-31,2022,8,31,3,35,2022-08,2022Q3,36,4,Wednesday,3,Weekday,Payday,Existing customer,DK,1,1,159.6,159.6,0,159.6,159.6,1
2022-08-31,2022,8,31,3,35,2022-08,2022Q3,36,4,Wednesday,3,Weekday,Payday,Existing customer,US,5,14,16414.8831,16414.8831,0,3282.97662,3282.97662,2.8
2022-08-31,2022,8,31,3,35,2022-08,2022Q3,36,4,Wednesday,3,Weekday,Payday,New customer,COM,43,232,114627.6744,100511.937,0.12314423610080671,2665.7598697674421,2337.4869069767442,5.3953488372093021
2022-08-31,2022,8,31,3,35,2022-08,2022Q3,36,4,Wednesday,3,Weekday,Payday,New customer,DE,6,14,5000.5872,5000.5872,0,833.4312,833.4312,2.3333333333333335
2022-08-31,2022,8,31,3,35,2022-08,2022Q3,36,4,Wednesday,3,Weekday,Payday,New customer,DK,8,11,3671.2000000000003,3671.2000000000003,0,458.90000000000003,458.90000000000003,1.375
2022-08-31,2022,8,31,3,35,2022-08,2022Q3,36,4,Wednesday,3,Weekday,Payday,New customer,US,16,37,25245.989999999998,16368.66,0.35163326928355748,1577.8743749999999,1023.04125,2.3125
